ID,LENGTH,DIR,A,B,ROADNAME,OTHERNAME,PROJECTNAM,YEAR,LEVEL_110,CLASS_110,LANES_110,ROW,S0,ALPHA,BETA,NMT_110,NTK_110,NBUS_110,COUNTY,MRTXFERPEN,ETAG
"397",1.13,"-1","83121","83120",臺北捷運,紅線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","1",,
"401",1.42,"1","86313","86312",臺北捷運,橘線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","4",,
"402",1.86,"1","86319","86318",臺北捷運,橘線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","2",,
"403",0.19,"2","5219","5206",縣106,,,"104","4","30","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"405",0.34,"2","5221","7575",縣103,三和路一段,,"104","4","30","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"406",1.90,"-1","83350","83312",臺北捷運,橘線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","4",,
"410",0.26,"2","5223","5224",松德路,松德路,,"104","6","69","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"412",0.11,"2","5225","5226",桂林路,桂林路,,"104","6","64","2",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"418",0.21,"2","5232","7800",金山南路,金山南路,,"104","6","62","3",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"421",0.23,"2","5234","5235",莒光路,莒光路,,"104","6","67","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"422",0.22,"2","5236","5237",西藏路,西藏路,,"104","6","66","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"431",0.46,"2","5243","16268",縣107,明志路三段,,"104","4","30","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"432",0.55,"2","5245","5246",縣109,南深路,,"104","4","30","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"433",0.55,"1","5247","5044",國3,南港系統交流道,,"104","1","3","2",,"52",0.8208,4.9382,"1","0","0","1",,
"434",0.58,"1","5247","5248",國3,第二高速公路,,"104","1","2","3",,"104",0.8850,4.8323,"1","0","0","1",,0.1878
"435",0.70,"1","5051","5249",國5,南港系統交流道,,"104","1","3","2",,"52",0.8208,4.9382,"1","1","0","1",,
"436",0.20,"1","5250","5249",國3,第二高速公路,,"104","1","2","3",,"104",0.8850,4.8323,"1","0","0","1",,0.0649
"437",1.02,"1","5251","5252",建國高架道路,建國高架道路,,"104","2","8","2",,"74",1.1396,4.2634,"1","0","0","1",,
"438",1.02,"1","5253","5254",建國高架道路,建國高架道路,,"104","2","8","2",,"74",1.1396,4.2634,"1","0","0","1",,
"439",0.12,"2","5255","9935",松智路,松智路,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"441",0.02,"1","5258","15098",建國南路,建國南路,,"104","6","64","3",,"32",1.5554,3.8290,"0","0","0","1",,
"442",0.13,"2","5260","8853",復興二路,復興二路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"443",0.01,"2","5262","15702",大業路,大業路,,"104","6","69","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"444",0.17,"2","5261","8839",珠海路,珠海路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"445",0.56,"-1","5265","8784",東華街,東華街,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1",,
"446",0.22,"2","5266","8807",公館路,公館路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"448",0.23,"2","5269","5271",愛國西路,愛國西路,,"104","6","62","2",,"32",1.5554,3.8290,"1","1","0","1","0",0.0000
"449",0.41,"1","5270","5271",台9,中山南路,,"104","3","16","2",,"32",1.5554,3.8290,"1","1","0","1",,
"450",0.01,"2","5272","9060",重慶南路,重慶南路,,"104","6","62","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"452",1.02,"1","5274","5275",水源快速道路,,,"104","2","7","3",,"74",1.1396,4.2634,"1","0","0","1",,
"453",0.48,"-1","5276","5277",水源路,水源路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","1",,
"454",0.22,"2","5278","5277",青年路,青年路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"455",0.59,"1","5276","5279",堤外道路,堤外道路,,"104","6","76","1",,"41",1.5577,3.6819,"0","0","0","1",,
"456",0.09,"-1","5226","5280",昆明街,昆明街,,"104","6","62","2",,"32",1.5554,3.8290,"0","0","0","1",,
"457",0.12,"2","5281","5282",廣州街,廣州街,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"458",0.11,"2","5283","16318",台3,和平西路,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"459",0.20,"2","5283","5282",台3,南寧路,,"104","3","17","3",,"41",1.5577,3.6819,"0","1","0","1","0",0.0000
"460",0.11,"2","5285","16319",台32,西園路,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"461",0.77,"1","5279","5286",水源快速道路,,,"104","2","12","2",,"60",1.0801,4.4767,"1","0","0","1",,
"462",1.43,"1","5287","5288",環河快速道路,環河快速道路,,"104","2","7","3",,"74",1.1396,4.2634,"1","0","0","1",,
"463",0.30,"1","5289","8216",環河快速道路,環河快速道路,,"104","2","7","2",,"74",1.1396,4.2634,"1","0","0","1",,
"464",0.10,"1","5291","8215",環河快華江橋入口匝道,環河快華江橋入口匝道,,"104","2","9","2",,"52",0.8208,4.9382,"1","0","0","1",,
"465",0.22,"1","5293","5294",漢口街二段,漢口街二段,,"104","6","62","2",,"32",1.5554,3.8290,"0","1","0","1",,
"467",0.23,"1","5296","5297",峨嵋街,峨嵋街,,"104","6","62","2",,"32",1.5554,3.8290,"0","1","0","1",,
"468",0.23,"-1","5298","5299",縣104,成都路,,"104","4","30","3",,"32",1.5554,3.8290,"0","1","0","1",,
"469",0.28,"1","5300","5301",環河快速道路,環河快速道路,,"104","2","7","2",,"74",1.1396,4.2634,"1","0","0","1",,
"470",0.25,"1","5302","8153",中興橋匝道,中興橋匝道,,"104","6","81","1",,"60",0.8397,5.3445,"1","0","0","1",,
"471",0.12,"2","5293","8156",環河南路,環河南路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","1","0",0.0000
"472",0.30,"2","5302","5304",環河快速道路,環河快速道路,,"104","2","7","1",,"74",1.1396,4.2634,"1","0","0","1","0",0.0000
"473",0.22,"1","5305","5306",貴陽街,貴陽街,,"104","6","62","2",,"32",1.5554,3.8290,"0","1","0","1",,
"474",1.30,"1","5307","5308",環河快速道路,環河快速道路,,"104","2","7","2",,"74",1.1396,4.2634,"1","0","0","1",,
"475",0.26,"2","5309","16331",青年路,青年路,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"476",0.11,"2","5310","5311",康定路,康定路,,"104","6","62","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"477",0.19,"2","5773","8219",環河南路,環河南路,,"104","6","68","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"478",0.70,"1","5313","5314",環河北路,環河北路,,"104","2","12","3",,"60",1.0801,4.4767,"1","0","0","1",,
"479",0.07,"1","5314","16510",環河北路,環河北路,,"104","2","12","4",,"60",1.0801,4.4767,"1","0","0","1",,
"480",0.05,"2","5316","8804",光明路,光明路,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"481",0.06,"2","5318","15295",光復南路,光復南路,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"482",0.01,"2","5269","9058",南昌路,南昌路,,"104","6","64","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"483",0.01,"-1","5321","7796",杭州南路,杭州南路,,"104","6","64","4",,"32",1.5554,3.8290,"0","1","0","1",,
"484",0.41,"2","7736","7836",敦化南路,敦化南路,,"104","6","65","2",,"41",1.5577,3.6819,"1","1","0","1","0",0.0000
"486",1.13,"2","6772","7838",基隆路地下穿越道路,基隆路地下穿越道路,,"104","6","83","2",,"55",1.0153,4.7948,"1","1","0","1","0",0.0000
"487",0.01,"-1","5326","15097",建國南路,建國南路,,"104","6","64","3",,"32",1.5554,3.8290,"0","0","0","1",,
"488",0.12,"2","5328","15288",松仁路,松仁路,,"104","6","69","3",,"41",1.5577,3.6819,"0","1","0","1","0",0.0000
"490",3.23,"2","5246","5036",縣109,南深路,,"104","4","38","2",,"50",3.7600,3.2900,"0","0","0","4","0",0.0000
"491",0.31,"2","5329","5284",中華路,中華路,,"104","6","65","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"492",0.09,"2","5330","15388",延平南路,延平南路,,"104","6","62","2",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"493",0.01,"2","5332","7861",林森南路,林森南路,,"104","6","62","2",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"494",1.08,"1","5334","5335",國1,中山高速公路,,"104","1","1","4",,"104",0.8850,4.8323,"1","0","0","4",,0.3508
"495",1.26,"1","5336","5337",國1,中山高速公路,,"104","1","1","4",,"104",0.8850,4.8323,"1","0","0","4",,0.4097
"496",6.67,"1","5338","5339",國1,中山高汐五高架道路,,"104","1","1","3",,"104",0.8850,4.8323,"1","1","0","4",,2.1623
"497",6.58,"1","5340","5341",國1,中山高汐五高架道路,,"104","1","1","3",,"104",0.8850,4.8323,"1","1","0","4",,2.1312
"498",0.12,"2","5314","15672",延平北路六段,延平北路六段,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"499",0.01,"2","5343","7884",復興南路,復興南路,,"104","6","68","3",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"502",0.55,"1","5344","8785",西安街,西安街,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1",,
"503",0.16,"2","5345","10005",台2乙,承德路七段,,"104","3","20","4",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"504",0.49,"-1","5347","8803",溫泉路,溫泉路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","1",,
"505",3.46,"2","5348","10010",復興三路,復興三路,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","4","0",0.0000
"507",1.88,"1","83517","83518",臺北捷運,環狀線,第一階段,"110","9","96","0",MRT,,0.0000,,"1","1","1","2",,
"509",0.04,"2","5349","15283",信義路六段,信義路六段,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"513",0.19,"2","5352","10214",青山路,青山路,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","3","0",0.0000
"514",0.69,"2","5354","10158",縣110,成福路,,"104","4","38","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"525",1.15,"2","5356","13466",新樹路,新樹路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"526",0.57,"2","5435","5358",臺1甲,,,"104","3","17","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"527",0.70,"2","5359","5356",福營路,福營路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"528",5.73,"2","5360","5088",環河路,環河路,,"104","6","76","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"533",0.15,"2","5361","15963",北85,柑園大橋,,"104","5","60","1",,"55",1.2312,2.9971,"0","0","0","2","0",0.0000
"534",0.50,"2","5364","13633",瓊林南路,瓊林南路,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"541",0.16,"2","5366","5364",北70,瓊林路,,"104","5","46","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"546",0.19,"2","5076","17123",北85,三樹路,,"104","5","49","3",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"547",3.80,"2","5368","5367",縣110,溪東路,,"104","4","38","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"548",0.36,"2","5367","15946",台3,介壽路,,"104","3","17","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"549",0.27,"2","5055","5087",光明路,光明路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"550",0.22,"2","5369","15944",大同路,大同路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"551",0.14,"2","5370","5371",縣110,介壽路一段,,"104","4","31","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"552",0.53,"2","5372","5369",長泰街,長泰街,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"553",0.12,"2","5371","5373",台3,中正路一段,,"104","3","15","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"554",0.11,"2","5372","5370",縣110,,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"555",0.32,"2","5374","5375",愛國路,愛國路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"556",0.22,"2","5058","5374",中華路,中華路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"557",0.10,"2","5375","5055",光明路,光明路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"558",0.06,"2","5373","15941",台3,中正路一段,,"104","3","17","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"559",0.15,"2","5058","5375",光明路,光明路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"560",0.16,"2","5370","5373",中正路一段,中正路一段,,"104","4","31","2",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"561",0.31,"2","5060","5372",縣110,三峽大橋,,"104","4","43","2",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"562",0.10,"2","5374","5372",中華路,中華路,,"104","6","65","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"563",0.30,"2","5062","5374",愛國路,愛國路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"564",0.12,"2","5060","5062",北85,民生街,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"565",0.11,"2","5369","15943",台3,介壽路一段,,"104","3","17","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"569",0.11,"2","5376","5377",北84,柑園街二段,,"104","5","47","2",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"571",0.43,"2","5377","5378",北85,佳園路三段,,"104","5","49","3",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"574",0.36,"2","5377","27465",北84,柑園街二段,,"104","5","51","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"575",0.03,"2","5379","17086",北85,佳園路三段,,"104","5","49","3",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"576",0.14,"2","5381","17089",大義路,大義路,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"578",0.45,"2","5380","5075",北84,柑園街二段,,"104","5","51","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"580",0.25,"2","5380","5381",三樹路,三樹路,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"581",0.07,"2","5378","5379",北85,佳園路三段,,"104","5","49","3",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"592",0.77,"2","5363","5376",北85,佳園路二段,,"104","5","47","2",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"598",0.41,"2","5384","17150",北84,柑園街一段,,"104","5","51","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"601",2.43,"2","5382","5083",北109,竹崙路,,"104","5","54","1",,"50",3.7600,3.2900,"0","0","1","2","0",0.0000
"603",0.34,"2","5355","5368",縣110,成福路,,"104","4","38","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"604",0.31,"2","5071","5368",北108,竹崙路,,"104","5","54","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"605",0.20,"2","5382","5071",北109,竹崙路,,"104","5","54","1",,"50",3.7600,3.2900,"0","0","1","2","0",0.0000
"606",0.08,"2","5355","5382",北108,成福路,,"104","5","56","1",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"624",0.25,"2","5384","5383",柑城橋,柑城橋,,"104","6","79","1",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"651",0.42,"2","5385","5386",大安路,大安路,,"104","6","65","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"652",0.60,"2","5385","5387",北73,俊英街,,"104","5","47","2",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"654",0.85,"2","5365","5387",縣107,,,"104","4","45","3",,"55",1.2312,2.9971,"0","0","0","2","0",0.0000
"656",1.90,"1","66018","66017",西部縱貫鐵路,臺鐵,,"104","9","96","0",TRA,,0.0000,,"1","1","1","2",,
"657",0.63,"2","5388","5386",縣116,中正路,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"658",1.04,"2","5389","5390",北桃74,保安街二段,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"660",0.88,"2","5392","5393",縣114,中山路二段,,"104","4","31","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"668",0.50,"2","5393","17145",縣114,中山路二段,,"104","4","31","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"38227",1.45,"2","5096","5097",文明路,文明路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"676",0.72,"2","5386","5390",大安路,大安路,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"677",0.36,"2","5395","27334",北73,博愛街,,"104","6","69","2",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"678",0.43,"2","5396","15967",中華路,中華路,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"681",0.59,"2","5398","15971",大安路,大安路,,"104","6","69","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"682",0.20,"2","5400","5390",北74,保安街一段,,"104","5","47","2",,"50",1.1507,3.7967,"0","1","0","2","0",0.0000
"685",0.37,"2","5397","15970",縣114,中山路一段,,"104","4","31","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"688",0.28,"2","5399","5401",縣114,中山路二段,,"104","4","45","2",,"55",1.2312,2.9971,"0","0","0","2","0",0.0000
"689",0.16,"2","5401","5392",縣114,中山路二段,,"104","4","31","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"696",0.28,"2","5390","5398",大安路,大安路,,"104","6","69","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"702",0.25,"2","5402","15973",縣114,中山路一段,,"104","4","31","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"704",0.09,"2","5387","5405",縣107,樹新路,,"104","4","31","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"705",0.49,"2","5405","5404",縣116,中正路,,"104","4","41","3",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"707",0.16,"2","5402","5406",縣114,保安街一段,,"104","4","45","1",,"55",1.2312,2.9971,"0","1","0","2","0",0.0000
"708",0.56,"2","5405","5406",縣107,樹新路,,"104","4","31","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"711",0.07,"2","5406","15976",縣114,保安街一段,,"104","4","31","1",,"41",1.5577,3.6819,"0","1","0","2","0",0.0000
"712",0.56,"2","5386","5405",縣116,樹林陸橋,,"104","4","43","2",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"713",0.15,"2","5402","15974",北74,保安街一段,,"104","5","47","2",,"50",1.1507,3.7967,"0","1","0","2","0",0.0000
"716",1.20,"1","86320","86319",臺北捷運,橘線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","2",,
"717",0.36,"2","5407","10055",縣107,新樹路,,"104","4","31","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"718",0.17,"2","5409","13635",北71,,,"104","5","46","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"719",0.12,"2","5411","5412",臺1甲,,,"104","3","17","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"720",0.36,"2","5413","5414",福營路,福營路,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"721",0.52,"2","5415","10059",龍安路,龍安路,,"104","6","65","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"722",0.16,"2","5413","10058",北71,富國路,,"104","5","46","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"723",0.59,"2","5417","10494",北73,三俊街,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"728",0.18,"2","5391","5419",縣116,中正路,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","5","0",0.0000
"729",0.63,"2","5420","10497",縣116,中正路,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"730",0.66,"2","5420","15983",北桃74,保安街三段,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"731",0.36,"2","5421","5420",縣116,中正路,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"733",0.02,"2","5419","15986",縣116,中正路,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"734",0.31,"2","5421","5417",北73,三俊街,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"738",0.54,"2","5353","5415",臺1,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"739",0.26,"2","5214","10060",臺1,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"740",0.04,"2","5422","13642",臺1甲,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"741",0.52,"-1","86321","86399",臺北捷運,橘線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","2",,
"742",1.15,"-1","86320","86321",臺北捷運,橘線,,"104","9","96","0",MRT,,0.0000,,"1","1","1","2",,
"743",0.09,"2","5391","34933",臺1,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"744",0.17,"2","5415","13639",臺1甲,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"746",0.10,"2","5422","13640",北71,富國路,,"104","5","46","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"747",0.60,"2","5214","5424",壽山路,壽山路,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"748",0.65,"2","5244","5214",臺1,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"749",0.35,"2","5244","5424",縣107,明志路三段,,"104","4","30","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
